date,samsung_electronics,sk_hynix,nvidia,vanEck_semiconductor_etf_smh,ishares_semiconductor_etf_soxx,phlx_semiconductor_index_yahoo,kospi,kospi200,kosdaq,nasdaq_composite,sp500,dow_jones,russell2000,vix,shanghai_composite,hang_seng,nikkei225,usd_krw,usd_cny,usd_jpy,cny_krw,us_5y_treasury,us_10y_treasury,us_30y_treasury,dollar_index,wti_crude_oil,brent_crude_oil,natural_gas,gold,silver,copper
2010-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-03,,,0.027272763865898497,0.004918532229209349,0.005386016697072948,0.00784318491405167,,,,0.01456908956580416,0.011314828013585299,0.008053565599386525,0.019026316187100933,-0.007887289557658494,,0.017390655536855038,,-0.004169950557785906,-0.0031456223920489634,-0.004381470834468271,,0.0024800971934135774,0.011195140733687214,0.008253043335009203,0.0012653229870387417,0.0018604268269823976,0.0009498294236478522,0.055618586581120955,0.0010555203896767118,0.006017496761333119,0.002703026087434779
2011-01-04,,,-0.003160553209465178,0.0006118219211954656,0.002499920810977274,0.001276951680242444,0.007275081156283836,0.007194770096051961,0.0063700415017857726,-0.003815695018697496,-0.0013130618315739806,0.0017505033952402993,-0.015941169740118277,-0.013060842794619831,,0.009917613239085243,,0.002138296829880648,-0.0017598182005871266,0.006742811075830746,,-0.0019791928168171324,0.0011968726787718875,0.008867675404633957,0.003917669641709587,-0.023702957138221237,-0.013812712032659324,0.004086032906685411,-0.030999561607453097,-0.051582198897643816,-0.019768577314569602
2011-01-05,,,0.07672792048581756,-0.0018342268502914427,0.0032062415351634677,0.0036334997218698817,-0.0012421228310807164,-0.0015592138661250088,0.004718519228924745,0.007813501602564,0.0050071702616640845,0.002712297799289054,0.01178373129588195,-0.020713390125793874,-0.0047068555924688615,0.0037746336892203747,-0.0016666582141005026,-0.0024893747391300236,0.0025836168026400763,0.004505985716487748,,0.06990581815813424,0.04094443685580762,0.02569310922451562,0.010322251631714519,0.01029319564344311,0.021062773937929213,-0.0419790303998232,-0.003699655847615113,-0.0108165006737031,0.00870862971964681
2011-01-06,,,0.13839812758567627,0.00735062335538661,0.017933311137375618,0.018413274696618576,-0.00237209190655685,-0.0022879970946068084,0.007311811534716828,0.0028458076919566366,-0.002122957701494954,-0.0021820625197482846,-0.004615884769460954,0.022326624591438637,-0.00529156626423144,0.0011987829007620299,0.014352523088628777,0.005347593582887722,-0.0029559277283440766,0.014030095179107693,,-0.03475442444340637,-0.018375001138015712,-0.0037354862497287478,0.006603523114754983,-0.021262521965135894,-0.010261815255849127,-0.008718988128748384,-0.001456239962463468,-0.0021595216335947853,-0.01828924724950609
2011-01-07,,,0.027935861824281982,-0.0018241884982409529,0.0027908571830088658,0.00233072198497819,0.004134558458998461,0.0032396622015142817,0.006064741111363903,-0.0024797947405648113,-0.001844782063018524,-0.0019277770287221552,-0.00453610712116681,-0.014942542217354249,0.0051710287190140924,-0.004190223725480169,0.0010712754790782597,-0.001950311322584275,0.005929309786989467,0.0013343117124211545,,-0.060969744418252314,-0.026615923976618383,-0.009704488211426221,0.002723124374427899,-0.003960154842701735,-0.01258987361696029,-0.002706378863789771,-0.002114645152716532,-0.01542429758988717,-0.011224267512591868
2011-01-10,,,0.03824860374543948,0.0027412833649462787,0.010784498541172027,0.01035795650356408,-0.00258364490461116,-0.005877870904539062,0.005915153341873314,0.0017128508702528578,-0.001376327172630698,-0.003195746298982005,0.004759910029643377,0.023337312725955073,-0.016553447367065433,-0.0067283141573054595,,-0.0015989063333216036,0.00015112635619152215,-0.0032413476899054716,,-0.014314927179029713,-0.007211588747445652,-0.00044540203640275333,-0.0016048003874123973,0.013858925793715393,0.025393711247082784,-0.005201212990933679,0.003799745101844998,0.006629236199389599,-0.0042130194790628295
2011-01-11,,,-0.015511422885109871,0.00759416810162028,0.002581271806621377,0.003138237310361225,0.00360917142843431,0.004051242746085704,-0.0005805460878686164,0.0033348213066113352,0.0037251273626697223,0.0029585250138270958,0.004017272552523599,-0.03705823785353912,0.00438355086246478,0.009906809396712957,,0.0012455733221197196,0.0012844880094635691,-0.0038540250455116887,,0.017634875296446584,0.01119860181642629,-0.0011141075165814751,-0.0003709048011324434,0.020840342973126758,0.019958241619823403,0.018640549129075756,0.007498033918788671,0.022148277102435276,0.019861397237695533
2011-01-12,,,0.1496800366162121,0.010551772931541636,0.019567412938914952,0.01967468707848008,0.003174800796812649,0.0038894947291894244,0.0032979181891430454,0.007545558393607044,0.00900758006769764,0.007159133551232655,0.008304362958428069,-0.038484289047911124,0.00615460859491157,0.015373076885770276,0.00020171075996366916,-0.0009774085321441195,-0.002414698789822367,0.007616941849733827,,0.0035677723945919393,0.004190343798012863,0.0073611407162152975,-0.010142235130489063,0.008231807649826672,0.005224896353257291,0.011158266309033493,0.0012282884189849241,0.0014242053991355696,0.0145194104802846
2011-01-13,,,0.0017130400155200842,0.0002982792779433474,0.0006734482225148053,-0.00043181390693236565,-0.0026110408362967075,-0.00235362276858464,-0.0021664830136525204,-0.0007452660089488639,-0.001710746243041017,-0.002002480400738693,-0.0008859450814586722,0.009236429842630844,0.0022709287287669966,0.004699201250745633,0.007320596070248042,-0.01663263580009522,-0.0023903175367502305,-0.003239700683111857,,-0.031995918913222954,-0.016095350375820217,-0.005092950517689321,-0.010496018376897953,-0.005007610291925202,-0.0006115489839850774,-0.027367042313166334,0.0008660411954064529,-0.009481199485405933,-0.007950896821081965
